model_name,model_year,kms_driven,owner,location,mileage,power,price
Royal Enfield Classic,2016,16950,first owner,thane,35.0,19.8,125000
Suzuki Gixxer SF,2021,600,first owner,hyderabad,40.0,14.6,140000
Hero Hunk Rear,2012,29000,first owner,mumbai,55.0,14.0,30000
Royal Enfield Classic,2016,18302,first owner,delhi,32.0,27.2,115000
Royal Enfield Himalayan,2017,37000,first owner,lucknow,32.0,24.5,170000
Royal Enfield Classic,2014,17000,first owner,rajkot,35.0,19.8,107500
Bajaj Pulsar,2016,38150,first owner,mumbai,65.0,17.0,45000
Suzuki Gixxer,2015,60000,first owner,hyderabad,63.0,14.0,45000
Royal Enfield Classic,2015,18000,first owner,delhi,35.0,19.8,85000
Bajaj Avenger,2018,28331,first owner,delhi,40.0,19.0,80000
Hero Honda Splendor,2011,18895,first owner,kolkata,60.0,6.15,20000
Royal Enfield Classic,2013,28000,first owner,ahmedabad,35.0,19.8,104600
Hero Passion Pro,2016,25678,first owner,bangalore,5.0,8.2,35400
Royal Enfield Classic,2016,49111,first owner,durgapur,35.0,19.8,120500
Bajaj Avenger Street,2017,5947,first owner,chennai,53.0,19.0,80000
TVS Apache RR310,2020,3300,first owner,delhi,22.0,33.0,260000
Royal Enfield Classic,2020,3000,first owner,rajkot,35.0,19.8,205000
KTM Duke,2018,19000,first owner,secunderabad,35.0,24.6,139600
Royal Enfield Classic,2014,48000,first owner,vadodara,35.0,19.8,115000
Royal Enfield Continental,2014,8000,second owner,hyderabad,26.0,29.1,110000
Royal Enfield Classic,2019,12500,first owner,bangalore,35.0,19.8,60000
Royal Enfield Classic,2016,21500,first owner,bangalore,32.0,27.2,60000
KTM RC,2018,28000,first owner,dharwad,35.0,25.1,145000
Yamaha RX 100,1990,32000,second owner,erode,40.0,11.0,63750
Bajaj Discover,2007,89000,first owner,delhi,65.0,9.64,11250
Hero Karizma ZMR,2014,41000,second owner,guntur,48.0,20.0,38000
Suzuki Gixxer,2016,15200,first owner,kolkata,63.0,14.0,65000
Bajaj Avenger,2014,22000,second owner,mumbai,40.0,19.0,36814
Bajaj Pulsar 220F,2017,71000,second owner,jaipur,38.0,21.0,62000
Royal Enfield Electra,2016,27500,first owner,durgapur,25.0,19.8,98000
TVS Apache RR310,2018,3900,first owner,akola,22.0,33.0,200000
Royal Enfield Classic,2018,37000,first owner,hyderabad,35.0,19.8,150000
Bajaj Discover,2018,16000,first owner,bangalore,65.0,10.9,55000
Royal Enfield Classic,2020,3700,first owner,rajkot,35.0,19.8,200000
Royal Enfield Classic,2019,3200,first owner,vadodara,35.0,19.8,163680
KTM RC,2017,46650,third owner,mumbai,35.0,25.1,140000
Bajaj Avenger,2014,14000,first owner,mumbai,40.0,19.0,35000
Royal Enfield Classic,2018,20000,first owner,rewari,35.0,19.8,125000
Hero HF Deluxe,2018,6750,first owner,ahmednagar,55.0,6.15,23500
Royal Enfield Himalayan,2019,8000,first owner,bangalore,32.0,24.5,180000
Royal Enfield Thunderbird,2018,20000,first owner,hyderabad,40.0,19.8,140000
Royal Enfield Continental,2018,2000,first owner,bhatinda,26.0,29.1,275000
Bajaj Pulsar,2020,5000,first owner,bhatinda,62.0,11.64,80000
Royal Enfield Bullet,2014,16000,first owner,delhi,40.0,19.8,80000
Honda H’ness CB,2020,10000,first owner,dehradun,45.8,20.78,191958
Bajaj V15,2016,27000,second owner,pune,57.0,11.8,45000
KTM Duke,2019,14400,first owner,delhi,25.0,42.9,210000
Bajaj Avenger,2015,20000,first owner,delhi,40.0,19.0,42000
Hero Super Splendor,2019,15000,first owner,delhi,75.0,9.0,54000
Bajaj Avenger Street,2016,22459,first owner,thane,50.0,14.3,48000
Bajaj  Pulsar,2008,24000,first owner,mumbai,45.0,17.0,14000
Royal Enfield Classic,2017,15000,first owner,delhi,35.0,19.8,118000
Suzuki Gixxer,2015,25200,first owner,bangalore,63.0,14.0,52000
Hero Glamour Disc,2019,29000,first owner,hyderabad,55.0,8.9,65000
Yamaha FZs,2010,58000,second owner,bangalore,45.0,13.0,35000
KTM Duke,2015,20000,first owner,ahmedabad,35.0,25.0,95000
Hero Achiever Disc,2019,6750,first owner,ahmednagar,55.0,13.0,23500
Hero HF Deluxe,2018,7200,first owner,ahmednagar,65.0,8.1,22500
Hero HF Deluxe,2018,6750,first owner,ahmedabad,65.0,8.1,23500
Hero HF Deluxe,2018,6750,first owner,ahmednagar,65.0,8.1,22500
Royal Enfield Classic,2021,2002,first owner,hyderabad,35.0,19.1,220000
Hero Xpulse,2021,628,first owner,gwalior,46.4,17.8,110000
Bajaj Pulsar,2016,78000,first owner,jodhpur,65.0,17.0,51000
KTM RC,2016,10000,first owner,mumbai,26.0,42.3,140000
Royal Enfield Classic,2014,25100,first owner,gautam buddha nagar,35.0,19.8,98000
Suzuki Gixxer SF,2017,17000,second owner,jamshedpur,40.0,14.6,60000
Bajaj Pulsar,2012,55000,first owner,jaipur,45.0,17.0,26000
Hero Glamour,2018,50000,first owner,hyderabad,55.0,6.72,48000
Yamaha FZ25,2018,25272,second owner,delhi,43.0,20.3,91000
Yamaha FZs,2014,43000,first owner,hyderabad,45.0,13.0,61000
Hero Glamour Disc,2015,46000,first owner,hyderabad,55.0,8.9,42000
Royal Enfield Thunderbird,2017,15000,first owner,delhi,40.0,19.8,102000
Royal Enfield Classic,2016,12500,first owner,chandrapur,35.0,19.8,41250
Royal Enfield Classic,2019,15500,first owner,indore,35.0,19.8,60000
Hero HF Deluxe,2018,14322,first owner,gurgaon,55.0,6.15,32000
Royal Enfield Thunderbird,2009,69000,first owner,mumbai,35.0,19.8,65000
Bajaj Pulsar 220F,2018,37000,first owner,delhi,38.0,21.0,72000
Hero Super Splendor,2019,12500,first owner,bangalore,75.0,9.0,25000
Bajaj Pulsar,2011,24300,first owner,bangalore,65.0,15.0,35000
Bajaj Pulsar 220F,2018,17900,first owner,bangalore,38.0,21.0,88000
KTM RC,2017,9000,first owner,chennai,35.0,25.1,68000
Royal Enfield Classic,2019,11735,first owner,delhi,35.0,19.8,172000
Royal Enfield Classic,2013,30000,first owner,vadodara,35.0,19.8,84575
Hero Passion Pro,2013,35000,first owner,delhi,5.0,8.2,22200
Bajaj Pulsar,2010,25000,first owner,gurgaon,38.0,21.0,22000
Royal Enfield Thunderbird,2013,36000,first owner,mumbai,40.0,19.8,80000
Royal Enfield Classic,2017,15567,second owner,delhi,35.0,19.8,128000
Royal Enfield Classic,2018,31000,first owner,indore,35.0,19.8,145000
Hero Xtreme,2017,40000,first owner,hyderabad,50.0,14.2,45000
Royal Enfield Classic,2016,50000,first owner,hyderabad,35.0,19.8,165000
Hero Karizma ZMR,2010,46000,second owner,chennai,48.0,20.0,46000
Bajaj Pulsar AS150,2015,34000,first owner,mumbai,53.0,16.8,43000
Bajaj Pulsar,2013,97000,fourth owner or more,jodhpur,38.0,21.0,22000
UM Renegade Commando,2017,4000,first owner,delhi,35.0,24.8,120000
Royal Enfield Classic,2019,16000,first owner,delhi,35.0,19.8,164000
Royal Enfield Thunderbird,2015,30000,first owner,mumbai,40.0,19.8,90000
TVS Star City,2013,43000,first owner,bangalore,85.0,8.2,33500
Hero Splendor iSmart,2016,30000,second owner,ghaziabad,55.0,8.2,34000
UM Renegade Commando,2018,9000,first owner,delhi,35.0,25.0,91662
Royal Enfield Thunderbird,2014,40000,first owner,noida,25.0,27.2,75000
Hero Passion Pro,2016,19526,first owner,bangalore,5.0,8.2,37462
Hero Passion Pro,2015,45333,first owner,bangalore,84.0,8.2,32000
Royal Enfield Thunderbird,2014,12000,second owner,kheralu,25.0,27.2,90000
Bajaj Pulsar 220F,2018,43000,first owner,delhi,38.0,21.0,73500
TVS Apache RR310,2019,16000,first owner,gondia,22.0,33.0,175300
Royal Enfield Thunderbird,2017,15000,first owner,ahmedabad,40.0,19.8,110000
Royal Enfield Thunderbird,2017,4000,first owner,delhi,25.0,27.2,128000
Royal Enfield Electra,2011,37000,first owner,ghaziabad,37.0,19.0,75000
UM Renegade Commando,2017,12000,first owner,delhi,35.0,24.8,96600
Hero Xtreme 200R,2020,12500,first owner,vijayawada,39.4,18.1,79000
Royal Enfield Classic,2016,20977,first owner,delhi,35.0,19.8,110000
Bajaj Avenger Street,2019,9586,first owner,bangalore,45.0,14.3,95600
Yamaha FZs,2013,37000,second owner,chennai,45.0,13.0,36000
Bajaj Pulsar,2016,20000,first owner,khagaria,38.0,21.0,45000
Bajaj Avenger Street,2017,55000,first owner,delhi,53.0,19.0,58000
Royal Enfield Thunderbird,2010,23000,second owner,valsad,35.0,19.8,56500
Bajaj Discover 100T,2013,24000,first owner,didwana,56.0,8.51,16400
Bajaj Pulsar,2017,6400,second owner,pali,65.0,17.0,60000
Royal Enfield Classic,2016,16000,first owner,mumbai,32.0,27.2,125000
Royal Enfield Thunderbird,2019,3200,first owner,meerut,40.0,19.8,140000
Hero Hunk,2010,10000,first owner,delhi,53.0,14.0,28000
Bajaj Avenger,2018,33000,first owner,bangalore,40.0,19.0,50000
Bajaj Avenger Street,2017,46000,first owner,delhi,53.0,19.0,60000
Bajaj Pulsar 220F,2015,19000,first owner,delhi,38.0,21.0,50400
Bajaj Discover 125T,2013,29000,first owner,jaipur,68.0,12.5,19200
Bajaj Pulsar 220F,2020,67000,fourth owner or more,delhi,38.5,20.11,55800
Bajaj Pulsar,2013,18000,first owner,delhi,38.0,21.0,36500
Bajaj Pulsar,2020,85000,second owner,delhi,62.0,11.64,52200
Royal Enfield Classic,2020,1200,first owner,asansol,35.0,19.1,180000
Royal Enfield Thunderbird,2009,56000,first owner,koraput,35.0,19.8,50000
Royal Enfield Classic,2018,13000,first owner,mumbai,35.0,19.8,176375
Bajaj Pulsar AS150,2015,23000,first owner,delhi,53.0,16.8,38200
Yamaha YZF-R15 2.0,2017,28500,first owner,chennai,42.0,16.7,70000
Royal Enfield Classic,2019,8500,first owner,jamshedpur,35.0,19.8,163700
Bajaj Pulsar,2016,35000,first owner,delhi,38.0,21.0,57700
Royal Enfield Bullet,2013,38150,first owner,hyderabad,40.0,19.8,90000
Bajaj Pulsar,2020,55000,second owner,delhi,62.0,11.64,58700
Bajaj Pulsar,2012,16000,first owner,delhi,45.0,17.0,25400
Royal Enfield‎ Bullet,1990,13031,third owner,abiramam,37.0,19.8,100000
Hero Passion,2006,20000,first owner,ghaziabad,60.0,7.5,10200
Royal Enfield Bullet,2009,13245,second owner,delhi,30.0,19.8,52000
Yamaha YZF-R15,2011,67304,second owner,mumbai,42.0,16.0,38000
KTM Duke,2016,15500,second owner,jaipur,25.0,42.9,94275
KTM RC,2018,9876,first owner,delhi,35.0,25.1,120000
Bajaj Pulsar 220F,2017,7896,first owner,delhi,38.0,21.0,55000
Bajaj Pulsar 220F,2017,65000,third owner,mumbai,38.0,21.0,55600
Bajaj Pulsar 220F,2015,49000,first owner,delhi,38.0,21.0,48600
Royal Enfield Classic,2014,40679,first owner,bangalore,35.0,19.8,98000
Bajaj Pulsar,2010,46000,first owner,jodhpur,65.0,15.0,19000
Suzuki Gixxer SF,2019,2632,first owner,pune,40.0,14.6,90000
Royal Enfield Classic,2019,8463,first owner,delhi,35.0,19.8,155000
Hero Ignitor,2015,29704,first owner,delhi,55.0,11.0,35000
Yamaha FZS FI,2018,20517,first owner,delhi,52.0,12.9,68000
Suzuki Gixxer,2018,16525,first owner,delhi,63.0,14.0,64000
Royal Enfield Electra,2016,16000,first owner,kottayam,25.0,19.8,86250
Bajaj Pulsar,2020,91000,second owner,mumbai,62.0,11.64,55400
KTM Duke,2016,2350,first owner,delhi,25.0,42.9,134000
Hero Passion Xpro,2018,15000,first owner,delhi,55.0,6.72,39500
Bajaj Pulsar,2013,25000,first owner,delhi,65.0,15.0,30000
TVS Star City,2015,39985,first owner,bangalore,85.0,8.2,25500
KTM RC,2017,12000,first owner,rajkot,35.0,25.1,138880
Royal Enfield Classic,2015,10688,first owner,pune,35.0,19.8,175000
Bajaj Discover,2018,23000,first owner,pune,65.0,10.9,48700
Hero Passion Xpro,2018,15222,first owner,delhi,55.0,8.0,36000
KTM Duke,2012,80000,first owner,panchkula,35.0,25.0,56900
KTM Duke,2018,16586,first owner,jaipur,35.0,24.6,130000
Hero Glamour,2013,20000,first owner,delhi,55.0,8.9,18600
Royal Enfield Thunderbird,2018,38000,first owner,ranchi,40.0,19.8,120000
Suzuki Gixxer,2016,13000,first owner,gurgaon,63.0,14.0,45000
Royal Enfield Bullet,2016,24000,first owner,delhi,25.0,26.37,150000
Bajaj Pulsar,2013,19000,first owner,delhi,38.0,21.0,36400
Royal Enfield Classic,2019,11500,first owner,coimbatore,35.0,19.8,60000
Royal Enfield Classic,2019,12581,first owner,hosur,35.0,19.8,60000
Royal Enfield Classic,2019,11250,first owner,coimbatore,35.0,19.8,60000
Royal Enfield Thunderbird,2014,33700,first owner,pune,40.0,19.8,90000
KTM Duke,2014,30000,second owner,hyderabad,35.0,25.0,75000
Royal Enfield Classic,2016,3161,first owner,chandigarh,25.0,27.2,124375
Royal Enfield Classic,2017,11955,first owner,bangalore,32.0,27.2,175000
Bajaj Pulsar 220F,2018,18450,first owner,noida,38.0,21.0,75000
Yamaha YZF-R15 V3,2020,10000,first owner,junagadh,40.0,18.3,140000
Royal Enfield Himalayan,2019,15000,first owner,bomdila,32.0,24.5,180000
Royal Enfield Classic,2014,47000,first owner,mumbai,35.0,19.8,95000
Honda CB Trigger,2014,13200,first owner,gurgaon,60.0,14.0,26000
Bajaj Pulsar,2008,10000,first owner,mumbai,38.0,21.0,26000
Bajaj  Pulsar,2011,43000,first owner,delhi,45.0,17.0,22000
Honda CBR 150R,2012,37208,second owner,pune,38.0,18.28,49000
Royal Enfield Bullet,2006,6899,second owner,delhi,30.0,19.8,58700
Bajaj Avenger Street,2020,10331,first owner,madhupur,53.72,14.79,84150
Bajaj V15,2016,22000,first owner,delhi,57.0,11.8,35000
Royal Enfield Bullet,2017,15000,first owner,delhi,40.0,19.8,118000
Royal Enfield Classic,2014,16900,first owner,kolkata,35.0,19.8,99000
KTM Duke,2016,24000,first owner,hyderabad,35.0,24.6,100000
Bajaj Pulsar 220F,2013,20000,first owner,delhi,38.0,21.0,35800
Yamaha FZS FI,2019,3500,first owner,chennai,52.0,12.9,91000
KTM Duke,2016,19000,first owner,delhi,35.0,24.6,105000
Honda H’ness CB,2021,3900,first owner,mumbai,45.8,20.78,217875
Bajaj Pulsar 220F,2020,94000,third owner,delhi,38.5,20.11,66000
Royal Enfield Electra,2014,12358,first owner,nagpur,37.0,19.0,110000
Suzuki Gixxer,2014,9800,first owner,jhansi,63.0,14.0,60000
Hero Karizma ZMR,2014,37000,second owner,pune,48.0,20.0,39000
Bajaj Avenger Street,2016,12000,first owner,bangalore,53.0,19.0,75000
Royal Enfield Classic,2016,11000,second owner,delhi,35.0,19.8,140000
Royal Enfield Bullet,2015,9100,first owner,mumbai,40.0,19.8,95000
Hero Hunk,2012,53000,first owner,pune,53.0,14.0,45000
Bajaj Pulsar,2006,1500,first owner,jaipur,65.0,15.0,11900
KTM Duke,2014,9604,first owner,bangalore,35.0,25.0,110000
KTM Duke,2015,19653,first owner,bangalore,35.0,25.0,118000
Royal Enfield Classic,2019,7500,first owner,delhi,35.0,19.8,163000
Royal Enfield Classic,2019,10000,first owner,delhi,35.0,19.8,168000
Royal Enfield Classic,2019,7000,first owner,rajkot,35.0,19.8,165000
Hero Karizma R,2016,7960,first owner,moradabad,40.0,17.0,42000
KTM Duke,2013,40000,first owner,bangalore,35.0,25.0,85000
Royal Enfield Classic,2019,12500,first owner,coimbatore,35.0,19.8,60000
Bajaj Avenger Street,2016,12000,first owner,delhi,50.0,14.3,70000
Bajaj Pulsar 135LS,2015,17000,first owner,asansol,64.0,13.0,23925
Yamaha YZF-R15 V3,2020,9200,first owner,mumbai,40.0,18.3,150000
KTM Duke,2018,8067,first owner,bangalore,35.0,24.6,165000
Bajaj V15,2017,30000,first owner,delhi,57.0,11.8,31000
Royal Enfield Bullet,2017,13972,first owner,delhi,40.0,19.8,105000
Royal Enfield Classic,2013,17000,first owner,bhatinda,35.0,19.8,105000
Bajaj Pulsar,2011,41000,first owner,mumbai,38.0,21.0,29000
Yamaha YZF-R15 2.0,2011,100000,second owner,bangalore,42.0,16.7,50000
Bajaj Pulsar,2011,84000,first owner,jaipur,65.0,15.0,22000
Bajaj Pulsar,2020,48000,fourth owner or more,jaipur,62.0,11.64,41000
Royal Enfield Classic,2015,10000,first owner,gurgaon,32.0,27.2,93000
Royal Enfield Classic,2018,13000,second owner,gurgaon,35.0,19.8,100000
Yamaha FZs,2015,17345,first owner,jamshedpur,45.0,13.0,58000
Royal Enfield Classic,2018,12500,first owner,bagalkot,35.0,19.8,60000
Hero Hunk,2016,40000,first owner,erode,53.0,14.0,40000
Hero Super Splendor,2006,58000,first owner,navi mumbai,75.0,9.0,15000
Bajaj Avenger,2006,57500,first owner,bangalore,40.0,19.0,36000
Bajaj Pulsar 135LS,2010,55300,first owner,delhi,64.0,13.0,14100
Royal Enfield Classic,2019,21000,second owner,navi mumbai,35.0,19.8,157600
Royal Enfield Classic,2019,13230,first owner,barabanki,35.0,19.8,170000
Royal Enfield Thunderbird,2008,11000,first owner,mumbai,30.0,19.8,44000
Royal Enfield Classic,2019,8586,first owner,ghaziabad,35.0,19.8,150000
Bajaj Pulsar,2009,31000,first owner,mumbai,65.0,15.0,16000
Royal Enfield Classic,2016,18574,first owner,bangalore,35.0,19.8,131918
Royal Enfield Classic,2020,9600,first owner,bangalore,35.0,19.1,190000
Suzuki Gixxer SF,2021,600,first owner,bangalore,40.0,14.6,82500
Royal Enfield Bullet,2007,60000,first owner,delhi,37.0,19.8,35000
Royal Enfield Classic,2017,13000,first owner,delhi,35.0,19.8,122000
TVS Sport,2016,32000,first owner,hyderabad,95.0,7.4,40000
Honda CBR 250R,2015,6576,first owner,aligarh,29.0,26.15,80000
Hero HF Deluxe,2018,6750,first owner,pune,65.0,8.1,22500
Royal Enfield Classic,2020,2500,first owner,kalyan,35.0,19.8,220000
Hero HF Deluxe,2019,6750,first owner,ahmednagar,55.0,6.15,23500
Hero HF Dawn,2003,1000000,first owner,ahmednagar,83.0,7.7,23500
Hero HF Deluxe,2018,7200,first owner,ahmednagar,65.0,8.1,23500
Bajaj Avenger Street,2017,45000,first owner,hyderabad,45.0,14.3,68000
Royal Enfield Classic,2015,42000,first owner,hyderabad,35.0,19.8,145000
Bajaj Pulsar 220F,2021,1400,first owner,villupuram,38.5,20.11,135000
Suzuki Gixxer,2015,32000,first owner,bangalore,63.0,14.0,46400
Royal Enfield Bullet,2008,19000,first owner,delhi,30.0,19.8,65000
Royal Enfield Classic,2016,55000,first owner,mumbai,35.0,19.8,41250
Yamaha FZS-FI V,2020,5500,first owner,indore,58.0,12.2,98200
Royal Enfield Classic,2018,12500,first owner,bangalore,35.0,19.8,60000
Yamaha YZF-R15,2019,14500,first owner,adilabad,42.0,16.0,50000
Yamaha YZF-R15,2011,15502,first owner,patna,42.0,16.0,43500
Bajaj Pulsar 180F,2021,1000,first owner,srinagar,45.0,16.6,125000
KTM RC,2017,9000,first owner,madurai,35.0,25.1,68000
KTM RC 125CC,2020,5000,first owner,delhi,45.0,14.5,152000
Royal Enfield Standard,2016,12417,first owner,delhi,25.0,26.1,105000
Bajaj V15,2016,30000,first owner,mumbai,57.0,11.8,35000
Bajaj Avenger Street,2016,24318,first owner,bangalore,50.0,14.3,57501
Royal Enfield Thunderbird,2012,2200,first owner,mumbai,40.0,19.8,80000
Hero Splendor Plus,2020,5300,first owner,delhi,81.0,8.2,68000
Royal Enfield Classic,2019,7000,first owner,delhi,35.0,19.8,142000
Royal Enfield Thunderbird,2013,40000,third owner,nadiad,40.0,19.8,70000
Hero Glamour Disc,2014,45000,first owner,hyderabad,55.0,8.9,49000
Bajaj Pulsar,2017,95000,first owner,jaipur,38.0,21.0,60000
Bajaj Pulsar 220F,2018,43000,first owner,mumbai,38.0,21.0,78000
Royal Enfield Thunderbird,2015,19000,first owner,mumbai,40.0,19.8,90000
Hero Xtreme 160R,2020,7500,first owner,arrah,55.47,15.0,100500
Hero Xtreme 200R,2018,9800,first owner,delhi,39.4,18.1,75100
UM Renegade Commando,2018,8958,first owner,bangalore,35.0,24.8,109059
UM Renegade Commando,2017,6400,first owner,delhi,35.0,24.8,113000
UM Renegade Commando,2017,17000,second owner,delhi,35.0,24.8,80000
Royal Enfield Classic,2017,21200,first owner,jamui,35.0,19.8,116000
Royal Enfield Bullet,2012,66000,first owner,jagadhri,40.0,19.8,65000
Suzuki Gixxer SF,2017,25000,first owner,tiruchirappalli,40.0,14.6,52200
Royal Enfield Thunderbird,2012,26000,second owner,sirsa,40.0,19.8,75000
Hero Splendor Plus,2018,4584,first owner,delhi,81.0,8.2,65000
Bajaj Avenger Cruise,2016,13589,first owner,bangalore,35.0,19.0,64674
Royal Enfield Thunderbird,2014,43500,first owner,mumbai,40.0,19.8,71800
Hero CBZ Xtreme,2013,62000,second owner,sholinganallur,65.0,14.4,16700
Royal Enfield Thunderbird,2016,33100,first owner,mumbai,40.0,19.8,92500
Hero Passion Pro,2012,90000,first owner,chennai,5.0,8.2,21000
Royal Enfield Classic,2018,9700,first owner,mumbai,32.0,27.2,180000
Yamaha YZF-R15 2.0,2015,40000,first owner,bhadravati,42.0,16.7,70000
Royal Enfield Bullet,2018,12884,first owner,delhi,35.0,19.8,120000
KTM Duke,2015,12867,first owner,delhi,35.0,25.0,100000
Royal Enfield Thunderbird,2016,4000,first owner,pune,25.0,27.2,110000
Bajaj Avenger,2013,33000,first owner,ahmedabad,40.0,19.0,40000
Bajaj Avenger Street,2018,7600,first owner,surendranagar,53.0,19.0,75800
UM Renegade Commando,2018,7500,first owner,ahmedabad,35.0,25.0,171800
Royal Enfield Thunderbird,2011,20000,first owner,mumbai,35.0,19.8,85700
KTM Duke,2016,40000,first owner,pune,25.0,42.9,131700
Hero Splendor iSmart,2015,25000,first owner,gwalior,55.0,8.2,40000
Royal Enfield Bullet,2015,29609,first owner,chennai,35.0,19.8,70000
Royal Enfield Classic,2019,9000,first owner,kota,35.0,19.8,133300
Hero Splendor Plus,2019,10428,first owner,dehradun,81.0,8.2,65000
Royal Enfield Thunderbird,2012,21000,first owner,pune,25.0,27.2,80000
Royal Enfield Himalayan,2019,4500,first owner,kochi,32.0,24.5,197900
Yamaha YZF-R15 S,2016,18500,first owner,mumbai,42.0,16.0,75000
Bajaj Pulsar,2014,34877,first owner,jaipur,45.0,17.0,44000
UM Renegade Commando,2018,13925,first owner,ahmedabad,35.0,25.0,120000
Royal Enfield Thunderbird,2017,21100,first owner,mumbai,40.0,19.8,126200
Royal Enfield Thunderbird,2015,19051,first owner,kolhapur,40.0,19.8,113900
Royal Enfield Classic,2020,6000,first owner,mohali,35.0,19.1,154700
Bajaj V15,2016,40000,first owner,delhi,57.0,11.8,22950
KTM Duke,2016,15500,second owner,jaipur,25.0,42.9,122100
Royal Enfield Thunderbird,2014,6000,first owner,gurgaon,40.0,19.8,137400
